137.163984952  0.231971127319
140.408162317  0.299512244986
145.531058559  0.417803580742
150.483365833  0.536123956449
155.607755559  0.688461730572
160.561556316  0.840828544645
165.687439524  1.02721275713
170.472144796  1.21365504952
175.598774746  1.4170624812
180.728391663  1.6885627896
185.68667287  1.94306891877
190.646447559  2.23162148631
195.777557959  2.53716823308
200.568237164  2.85979627894
205.531745562  3.23346494239
210.666589669  3.62412778508
215.630844809  4.01481966771
220.767929141  4.45655216795
225.734424505  4.89831370813
230.701666611  5.3570984675
235.84173791  5.86692384447
240.810473499  6.35975504221
245.779209088  6.85258623994
250.74943816  7.37946387604
255.720413974  7.92336473133
260.692883271  8.50131202498
265.492523374  9.02821870103
270.808410833  9.65717757233
275.781626871  10.2521480852
280.755589651  10.8641418172
285.558963463  11.4761645891
290.705755436  12.1391989388
295.509875989  12.7682449299
300.659654929  13.4993721563
305.807940385  14.1964529442
310.614301164  14.8765685929
315.422155425  15.59073068
320.402092138  16.3389101655
325.380535367  17.0530432126
330.532554532  17.8352400965
335.513237986  18.6004428012
340.496908407  19.4337383826
345.650421054  20.2499817048
350.63185125  21.0322076287
355.615521671  21.8655032101
361.114692705  22.7838277675
