60.396645341  0.157972461779
65.3520142315  0.327275987359
70.3082132365  0.51361097345
75.435830899  0.716942555242
80.3970105914  1.0054663044
85.5296089413  1.31098664927
90.1496115479  1.59958012805
95.456118899  1.97319145015
100.42061905  2.32984104136
105.387609544  2.73758501411
110.527678925  3.19638850358
115.32657122  3.65526172267
120.467470716  4.13109667265
125.441102127  4.67509232949
130.584491966  5.20202166101
135.559783606  5.78008023887
140.707324018  6.39216687295
145.513687344  7.00432323665
150.490639213  7.61644473554
155.812088626  8.29662234685
160.620112182  8.94284163157
165.772633281  9.65711702872
170.580656836  10.3033363134
175.734838165  11.0516746316
181.060438151  11.8170095455
185.871782165  12.5313546723
190.687276751  13.3308571016
195.671699651  14.0962617451
200.65944301  14.9297922306
205.816944797  15.7462563908
210.80385804  16.5627554159
215.621842971  17.4133522267
220.782665216  18.297942229
225.773729032  19.1995985566
230.764792849  20.1012548842
235.584438008  20.9859146161
240.746920482  21.9045675394
245.566565642  22.7892272713
250.559289688  23.7249465199
255.897341392  24.7457533414
260.716986551  25.6304130733
265.537461825  26.5321042657
270.876343644  27.5699425478
275.698479147  28.5056966612
280.86428208  29.4924754265
285.51582904  30.4282644048
290.853880744  31.4490712263
295.50293736  32.333765823
300.669570407  33.3375760489
303.943957306  34.0181720379
