241.221015432  0.163187099757
245.488726608  0.230553977718
250.439540399  0.314827915059
255.733025609  0.433090210865
260.6838394  0.517364148206
265.638386899  0.686754181463
270.589947431  0.788051337987
275.715083898  0.957412331292
280.668137914  1.09275592618
285.624178895  1.29619239781
290.750062104  1.48257661029
295.535514117  1.68604212187
300.663637551  1.92349599191
305.964590177  2.21199047954
310.581693447  2.46655468862
315.883392815  2.77207239544
320.843914247  3.07764818216
325.63384671  3.38325300883
330.767197334  3.73986941315
335.729958991  4.09651485742
340.864056357  4.47015448092
345.485640076  4.82685800509
350.792566635  5.2515382462
355.759062  5.69329978638
360.554221654  6.11806714734
365.863388438  6.59381704599
370.488705865  7.03563666607
375.798619391  7.52840978391
380.59601927  8.00424680241
385.392672407  8.46306060173
390.191565769  8.9729440586
395.1610481  9.48279847552
400.47320185  10.0266412509
405.444924406  10.5875653254
410.416646961  11.1484893998
415.388369516  11.7094134743
417.447385002  11.9814365018
